Datetime,Sender_Email,Receiver_Email
 20 Jul 2000 18:26:00,5,29
 20 Jul 2000 05:26:00,5,68
 19 Jul 2000 14:39:00,5,11
 19 Jul 2000 14:34:00,5,57
 19 Jul 2000 14:27:00,5,66
 19 Jul 2000 04:53:00,5,3
 30 Nov 2000 03:21:00,5,67
 18 Jul 2000 04:56:00,5,37
 13 Jul 2000 17:21:00,5,11
 13 Jul 2000 17:15:00,5,17
 13 Jul 2000 17:15:00,5,3
 13 Jul 2000 16:54:00,5,6
 13 Jul 2000 16:51:00,5,49
 13 Jul 2000 13:55:00,5,5
 13 Jul 2000 13:45:00,5,37
 13 Jul 2000 13:45:00,5,66
 13 Jul 2000 13:42:00,5,37
 13 Jul 2000 13:36:00,5,66
 13 Jul 2000 13:35:00,5,72
 13 Jul 2000 13:12:00,5,57
 13 Jul 2000 13:09:00,5,57
 13 Jul 2000 04:29:00,5,12
 12 Jul 2000 07:46:00,5,49
 29 Nov 2000 07:18:00,5,73
 11 Jul 2000 17:30:00,5,3
 11 Jul 2000 17:17:00,5,49
 11 Jul 2000 16:59:00,5,37
 12 Dec 2000 11:22:00,5,29
 12 Dec 2000 11:22:00,5,13
 11 Jul 2000 05:44:00,5,3
 11 Jul 2000 05:41:00,5,3
 10 Jul 2000 16:41:00,5,23
 10 Jul 2000 16:41:00,5,3
 10 Jul 2000 16:37:00,5,23
 10 Jul 2000 16:31:00,5,72
 10 Jul 2000 05:36:00,5,23
 7 Jul 2000 11:19:00,5,12
 5 Jul 2000 12:47:00,5,57
 5 Jul 2000 05:33:00,5,29
 28 Nov 2000 13:05:00,5,3
 29 Jun 2000 05:27:00,5,8
 29 Jun 2000 05:27:00,5,19
 29 Jun 2000 05:25:00,5,8
 29 Jun 2000 05:25:00,5,19
 29 Jun 2000 05:22:00,5,12
 28 Jun 2000 05:23:00,5,29
 28 Jun 2000 05:09:00,5,37
 27 Jun 2000 11:00:00,5,4
 28 Nov 2000 12:34:00,5,53
 27 Jun 2000 07:44:00,5,37
 27 Jun 2000 07:44:00,5,6
 27 Jun 2000 07:24:00,5,23
 27 Jun 2000 06:15:00,5,6
 27 Jun 2000 03:46:00,5,4
 22 Jun 2000 05:39:00,5,3
 21 Jun 2000 07:38:00,5,6
 20 Jun 2000 02:44:00,5,37
 20 Jun 2000 02:42:00,5,23
 19 Jun 2000 04:59:00,5,11
 19 Jun 2000 01:55:00,5,3
 19 Jun 2000 01:55:00,5,2
 16 Jun 2000 12:11:00,5,2
 16 Jun 2000 01:13:00,5,17
 16 Jun 2000 01:13:00,5,9
 15 Jun 2000 10:29:00,5,66
 15 Jun 2000 10:29:00,5,74
 15 Jun 2000 10:24:00,5,72
 15 Jun 2000 02:13:00,5,49
 15 Jun 2000 01:54:00,5,33
 13 Jun 2000 02:20:00,5,21
 12 Jun 2000 06:57:00,5,49
 12 Jun 2000 05:54:00,5,29
 12 Jun 2000 05:52:00,5,37
 9 Jun 2000 11:50:00,5,23
 9 Jun 2000 11:49:00,5,2
 12 Dec 2000 04:31:00,5,11
 12 Dec 2000 04:31:00,5,56
 28 Nov 2000 04:22:00,5,69
 6 Jun 2000 10:40:00,5,38
 28 Nov 2000 02:04:00,5,68
 26 May 2000 13:48:00,5,69
 28 Nov 2000 01:46:00,5,66
 25 May 2000 11:49:00,5,37
 28 Nov 2000 00:50:00,5,68
 24 May 2000 01:18:00,5,72
 19 May 2000 10:24:00,5,17
 19 May 2000 10:12:00,5,74
 27 Nov 2000 02:11:00,5,11
 17 May 2000 13:24:00,5,29
 17 May 2000 13:22:00,5,58
 17 May 2000 12:11:00,5,17
 22 Nov 2000 09:02:00,5,53
 17 May 2000 12:10:00,5,74
 17 May 2000 01:42:00,5,74
 22 Nov 2000 08:22:00,5,17
 15 May 2000 03:05:00,5,18
 15 May 2000 03:05:00,5,22
 15 May 2000 03:05:00,5,36
 15 May 2000 02:58:00,5,6
 12 May 2000 07:23:00,5,9
 22 Nov 2000 08:08:00,5,67
 11 May 2000 07:28:00,5,74
 22 Nov 2000 07:10:00,5,2
 21 Feb 2001 23:55:00,5,17
 21 Feb 2001 23:55:00,5,10
 21 Feb 2001 23:55:00,5,3
 21 Feb 2001 23:51:00,5,31
 21 Feb 2001 23:50:00,5,3
 20 Feb 2001 12:01:00,5,3
 20 Feb 2001 11:54:00,5,37
 20 Feb 2001 11:53:00,5,31
 19 Feb 2001 03:03:00,5,6
 19 Feb 2001 02:50:00,5,3
 15 Feb 2001 11:13:00,5,27
 15 Feb 2001 11:08:00,5,37
 15 Feb 2001 10:58:00,5,11
 15 Feb 2001 10:58:00,5,10
 15 Feb 2001 04:46:00,5,10
 15 Feb 2001 04:36:00,5,6
 14 Feb 2001 00:59:00,5,75
 14 Feb 2001 00:57:00,5,75
 9 Feb 2001 10:41:00,5,75
 22 Nov 2000 00:32:00,5,49
 9 Feb 2001 02:43:00,5,2
 9 Feb 2001 02:41:00,5,3
 9 Feb 2001 01:53:00,5,75
 21 Nov 2000 01:53:00,5,27
 9 Feb 2001 01:11:00,5,62
 9 Feb 2001 01:04:00,5,27
 9 Feb 2001 01:03:00,5,75
 9 Feb 2001 01:00:00,5,38
 7 Feb 2001 08:40:00,5,2
 7 Feb 2001 08:40:00,5,3
 21 Nov 2000 01:27:00,5,56
 21 Nov 2000 01:27:00,5,3
 7 Feb 2001 08:39:00,5,3
 6 Feb 2001 11:33:00,5,3
 6 Feb 2001 11:33:00,5,18
 6 Feb 2001 11:31:00,5,38
 6 Feb 2001 11:31:00,5,31
 6 Feb 2001 11:29:00,5,3
 6 Feb 2001 11:26:00,5,9
 6 Feb 2001 11:10:00,5,9
 6 Feb 2001 11:08:00,5,53
 6 Feb 2001 11:08:00,5,16
 6 Feb 2001 11:08:00,5,18
 6 Feb 2001 11:07:00,5,53
 6 Feb 2001 11:07:00,5,16
 6 Feb 2001 11:07:00,5,18
 6 Feb 2001 04:18:00,5,13
 6 Feb 2001 03:23:00,5,37
 5 Feb 2001 08:36:00,5,28
 2 Feb 2001 02:17:00,5,3
 2 Feb 2001 02:15:00,5,3
 2 Feb 2001 02:13:00,5,76
 1 Feb 2001 09:10:00,5,11
 21 Nov 2000 01:24:00,5,66
 21 Nov 2000 01:24:00,5,68
 1 Feb 2001 04:37:00,5,3
 1 Feb 2001 04:37:00,5,37
 1 Feb 2001 00:23:00,5,13
 31 Jan 2001 07:53:00,5,37
 31 Jan 2001 07:45:00,5,68
 31 Jan 2001 07:43:00,5,18
 31 Jan 2001 07:43:00,5,3
 31 Jan 2001 07:43:00,5,17
 31 Jan 2001 07:11:00,5,29
 31 Jan 2001 07:09:00,5,3
 31 Jan 2001 07:09:00,5,68
 31 Jan 2001 03:45:00,5,29
 29 Jan 2001 06:05:00,5,3
 29 Jan 2001 06:03:00,5,76
 29 Jan 2001 06:01:00,5,37
 29 Jan 2001 05:55:00,5,3
 29 Jan 2001 05:54:00,5,3
 26 Jan 2001 10:15:00,5,4
 26 Jan 2001 09:16:00,5,11
 22 Jan 2001 08:24:00,5,3
 19 Jan 2001 12:17:00,5,38
 19 Jan 2001 01:34:00,5,27
 19 Jan 2001 01:34:00,5,38
 19 Jan 2001 01:29:00,5,66
 18 Jan 2001 09:30:00,5,3
 16 Jan 2001 02:18:00,5,17
 16 Jan 2001 02:18:00,5,3
 21 Nov 2000 00:45:00,5,37
 16 Jan 2001 02:17:00,5,29
 11 Jan 2001 03:18:00,5,29
 10 Jan 2001 12:06:00,5,3
 5 Jan 2001 13:45:00,5,55
 5 Jan 2001 02:29:00,5,38
 3 Jan 2001 15:05:00,5,37
 3 Jan 2001 15:00:00,5,6
 2 Jan 2001 15:06:00,5,3
 2 Jan 2001 15:02:00,5,68
 2 Jan 2001 14:57:00,5,11
 2 Jan 2001 14:45:00,5,3
 2 Jan 2001 14:42:00,5,11
 1 Jan 2001 18:21:00,5,11
 1 Jan 2001 18:15:00,5,11
 1 Jan 2001 11:00:00,5,37
 29 Dec 2000 03:49:00,5,6
 28 Dec 2000 03:22:00,5,37
 28 Dec 2000 03:14:00,5,71
 22 Dec 2000 05:59:00,5,27
 21 Dec 2000 04:14:00,5,16
 21 Dec 2000 04:14:00,5,17
 20 Dec 2000 03:34:00,5,37
 20 Dec 2000 03:33:00,5,11
 20 Dec 2000 03:33:00,5,37
 20 Dec 2000 03:33:00,5,68
 20 Dec 2000 03:29:00,5,6
 20 Nov 2000 03:36:00,5,6
 20 Dec 2000 03:21:00,5,60
 20 Dec 2000 03:21:00,5,27
 19 Dec 2000 08:42:00,5,60
 19 Dec 2000 08:24:00,5,60
 19 Dec 2000 05:55:00,5,58
 19 Dec 2000 01:06:00,5,37
 18 Dec 2000 03:30:00,5,37
 18 Dec 2000 03:30:00,5,6
 20 Nov 2000 02:28:00,5,37
 17 Dec 2000 10:38:00,5,12
 17 Dec 2000 10:32:00,5,11
 17 Dec 2000 08:27:00,5,11
 14 Dec 2000 09:24:00,5,11
 14 Dec 2000 09:23:00,5,38
 14 Dec 2000 08:29:00,5,66
 15 Nov 2000 08:07:00,5,11
 13 Nov 2000 11:09:00,5,3
 8 Dec 2000 11:24:00,62,77
 8 Dec 2000 11:24:00,62,38
 8 Dec 2000 11:24:00,62,78
 6 Dec 2000 11:13:00,62,77
 1 Dec 2000 06:43:00,62,69
 1 Dec 2000 06:24:00,62,39
 1 Dec 2000 06:20:00,62,77
 1 Dec 2000 04:00:00,62,77
 12 Dec 2000 09:35:00,62,77
 7 Dec 2000 09:00:00,77,62
 8 Dec 2000 00:03:00,77,62
 8 Dec 2000 11:24:00,62,77
 8 Dec 2000 11:24:00,62,38
 8 Dec 2000 11:24:00,62,78
 11 Dec 2000 05:01:00,77,62
 12 Dec 2000 09:35:00,62,77
 13 Dec 2000 04:18:00,77,62
 13 Dec 2000 06:36:00,38,62
 25 Jul 2000 16:25:00,62,62
 10 Nov 2000 21:34:00,77,62
 28 Nov 2000 08:50:00,77,62
 30 Nov 2000 02:08:00,77,62
 1 Dec 2000 04:00:00,62,77
 1 Dec 2000 06:20:00,62,77
 1 Dec 2000 06:24:00,62,39
 1 Dec 2000 06:43:00,62,69
 4 Dec 2000 04:22:00,77,62
 28 Mar 2000 09:07:00,77,62
 5 Dec 2000 02:20:00,77,62
 6 Dec 2000 11:13:00,62,77
 25 Oct 2001 09:46:28,52,62
 24 Oct 2001 10:43:58,77,62
 23 Oct 2001 18:39:52,45,62
 23 Oct 2001 18:39:52,45,77
 23 Oct 2001 11:38:29,77,62
 21 Oct 2001 15:12:22,77,62
 20 Oct 2001 14:21:57,77,62
 19 Oct 2001 10:04:20,77,62
 18 Oct 2001 09:45:33,30,49
 18 Oct 2001 09:45:33,30,27
 18 Oct 2001 09:45:33,30,14
 4 Jun 2001 12:03:23,77,62
 24 Nov 2001 16:49:14,30,62
 24 Nov 2001 16:49:14,30,53
 25 Nov 2001 19:41:01,30,62
 5 Jun 2001 08:57:56,77,62
 6 Jun 2001 07:05:50,77,62
 6 Jun 2001 12:46:30,77,62
 7 Jun 2001 07:50:29,77,62
 16 Nov 2001 13:20:35,30,62
 15 Nov 2001 16:14:30,30,62
 15 Nov 2001 16:14:30,30,14
 7 Jun 2001 15:55:09,77,62
 29 Oct 2001 17:36:14,30,62
 27 Oct 2001 20:55:01,77,62
 27 Oct 2001 13:52:50,30,62
 27 Oct 2001 06:24:33,30,62
 26 Oct 2001 06:24:39,30,53
 8 Dec 2000 11:24:00,62,77
 8 Dec 2000 11:24:00,62,38
 8 Dec 2000 11:24:00,62,78
 11 Dec 2000 05:01:00,77,62
 12 Dec 2000 09:35:00,62,77
 13 Dec 2000 04:18:00,77,62
 13 Dec 2000 06:36:00,38,62
 10 Nov 2000 21:34:00,77,62
 28 Nov 2000 08:50:00,77,62
 30 Nov 2000 02:08:00,77,62
 1 Dec 2000 06:20:00,62,77
 1 Dec 2000 04:00:00,62,77
 1 Dec 2000 06:24:00,62,39
 1 Dec 2000 06:43:00,62,69
 4 Dec 2000 04:22:00,77,62
 5 Dec 2000 02:20:00,77,62
 28 Mar 2000 09:07:00,77,62
 7 Dec 2000 09:00:00,77,62
 8 Dec 2000 00:03:00,77,62
 12 Apr 2001 15:45:50,38,27
 12 Apr 2001 15:45:50,38,62
 7 Jun 2001 07:41:05,77,62
 7 Jun 2001 21:32:23,77,62
 7 Jun 2001 21:37:23,77,62
 10 May 2001 11:54:45,77,62
 29 Oct 2001 19:27:56,30,62
 29 Oct 2001 10:51:35,30,62
 29 Oct 2001 10:33:48,30,62
 22 Oct 2001 13:49:56,77,62
 21 Oct 2001 15:09:20,77,62
 11 May 2001 06:31:18,77,62
 14 May 2001 06:53:44,77,62
 15 May 2001 06:25:50,77,62
 16 May 2001 07:00:59,77,62
 1 Nov 2001 15:56:02,77,62
 2 Nov 2001 18:11:11,77,62
 7 Nov 2001 08:38:13,39,36
 7 Nov 2001 08:38:13,39,25
 17 May 2001 13:58:05,77,62
 27 Nov 2001 13:09:41,30,62
 21 May 2001 08:01:20,77,62
 24 May 2001 11:26:19,5,5
 24 May 2001 11:26:19,5,35
 24 May 2001 11:26:19,5,27
 24 May 2001 13:50:53,77,62
 25 May 2001 11:35:22,9,62
 25 May 2001 11:35:22,9,12
 29 May 2001 08:00:21,77,62
 29 May 2001 09:34:40,77,62
 30 May 2001 06:43:20,77,62
 30 May 2001 08:50:36,77,62
 30 May 2001 14:49:37,77,62
 31 May 2001 11:54:42,77,62
 1 Jun 2001 07:11:36,79,62
 4 Jun 2001 08:48:41,77,62
 4 Jun 2001 13:08:17,32,53
 4 Jun 2001 13:08:17,32,16
 4 Jun 2001 13:08:17,32,14
 6 Jun 2001 14:43:30,77,62
 28 Mar 2000 09:07:00,77,62
 13 Dec 2000 04:18:00,77,62
 11 Dec 2000 05:01:00,77,62
 8 Dec 2000 00:03:00,77,62
 7 Dec 2000 09:00:00,77,62
 5 Dec 2000 02:20:00,77,62
 4 Dec 2000 04:22:00,77,62
 30 Nov 2000 02:08:00,77,62
 28 Nov 2000 08:50:00,77,62
 13 Dec 2000 06:36:00,38,62
 10 Nov 2000 21:34:00,77,62
 12 Apr 2001 17:11:22,62,77
 21 May 2001 11:29:47,62,77
 29 May 2001 08:24:43,62,77
 31 May 2001 15:56:36,62,38
 7 Jun 2001 13:24:40,62,9
 13 Apr 2001 12:56:29,62,77
 20 Mar 2001 14:43:28,62,16
 20 Mar 2001 16:03:34,62,77
 16 Apr 2001 06:47:49,62,31
 21 Mar 2001 06:03:08,62,77
 21 Mar 2001 08:24:57,62,77
 2 Apr 2001 13:10:45,62,77
 2 Apr 2001 13:10:45,62,38
 2 Apr 2001 13:13:39,62,70
 16 Apr 2001 15:58:48,62,77
 2 Apr 2001 16:08:16,62,77
 4 Apr 2001 08:53:34,62,38
 4 Apr 2001 08:53:34,62,31
 4 Apr 2001 09:09:54,62,31
 17 Apr 2001 06:50:16,62,77
 5 Apr 2001 09:21:58,62,53
 5 Apr 2001 09:21:58,62,16
 6 Apr 2001 08:48:12,62,77
 6 Apr 2001 08:54:40,62,80
 6 Apr 2001 09:58:25,62,81
 6 Apr 2001 13:53:07,62,77
 9 Apr 2001 14:05:29,62,77
 17 Apr 2001 08:56:36,62,77
 29 Oct 2001 11:21:28,62,77
 27 Oct 2001 11:13:10,62,30
 26 Oct 2001 17:27:22,62,24
 24 Oct 2001 12:36:25,62,14
 24 Oct 2001 12:33:54,62,77
 23 Oct 2001 14:39:30,62,77
 18 Oct 2001 20:49:57,62,77
 17 Oct 2001 13:36:53,62,31
 17 Oct 2001 13:14:44,62,17
 16 Oct 2001 08:10:54,62,53
 16 Oct 2001 08:10:54,62,17
 16 Oct 2001 08:10:54,62,18
 11 Oct 2001 18:19:18,62,77
 11 Oct 2001 16:43:16,62,77
 11 Oct 2001 16:05:18,62,77
 10 Oct 2001 08:06:39,62,24
 9 Oct 2001 08:30:20,62,77
 7 Oct 2001 12:17:45,62,30
 5 Oct 2001 11:10:53,62,77
 2 Oct 2001 14:10:08,62,77
 2 Oct 2001 14:07:44,62,24
 2 Oct 2001 13:59:20,62,77
 2 Oct 2001 10:17:19,62,77
 1 Oct 2001 19:54:56,62,77
 1 Oct 2001 07:05:13,62,77
 23 Apr 2001 14:06:49,62,82
 10 Dec 2001 13:13:06,62,77
 14 Dec 2001 14:18:46,62,77
 17 Dec 2001 07:45:32,62,77
 24 Apr 2001 13:18:52,62,38
 20 Dec 2001 15:18:36,62,36
 20 Dec 2001 15:18:36,62,49
 20 Dec 2001 15:18:36,62,26
 31 Oct 2001 08:45:45,62,77
 31 Oct 2001 16:07:20,62,30
 1 Nov 2001 08:10:36,62,30
 3 Nov 2001 11:43:00,62,77
 8 Nov 2001 14:20:04,62,30
 26 Apr 2001 09:22:50,62,77
 12 Nov 2001 10:37:09,62,30
 14 Nov 2001 10:23:53,62,77
 26 Apr 2001 12:56:37,62,77
 15 Nov 2001 11:40:28,62,68
 16 Nov 2001 11:14:52,62,30
 16 May 2001 15:43:25,62,77
 16 May 2001 15:50:28,62,20
 17 May 2001 08:58:06,62,77
 12 Apr 2001 16:05:40,62,38
 17 May 2001 12:30:33,62,77
 21 May 2001 11:20:01,62,78
 1 Dec 2000 04:00:00,62,77
 1 Dec 2000 06:20:00,62,77
 1 Dec 2000 06:24:00,62,39
 1 Dec 2000 06:43:00,62,69
 6 Dec 2000 11:13:00,62,77
 8 Dec 2000 11:24:00,62,77
 8 Dec 2000 11:24:00,62,38
 8 Dec 2000 11:24:00,62,78
 12 Dec 2000 09:35:00,62,77
 21 Nov 2001 13:01:51,42,65
 30 Dec 1999 07:42:00,8,8
 30 Dec 1999 07:42:00,8,8
 15 Oct 2001 12:34:00,29,83
 10 Apr 2001 16:20:34,29,83
 30 Dec 1999 07:42:00,8,8
 6 Nov 2001 12:41:40,29,29
 15 Oct 2001 12:34:00,29,83
 11 Dec 2000 08:33:00,84,7
 11 Dec 2000 08:33:00,84,7
 11 Dec 2000 08:33:00,84,7
 23 Nov 2001 16:11:08,42,68
 17 Oct 2001 05:49:25,42,85
 7 Sep 2001 05:03:22,42,65
 7 Sep 2001 05:03:22,42,86
 12 Sep 2001 15:14:46,42,85
 24 Sep 2001 05:33:39,42,65
 8 Oct 2001 05:32:34,42,8
 15 Oct 2001 15:45:33,42,85
 21 Nov 2001 13:01:51,42,65
 20 Apr 2001 15:13:36,42,60
 27 Dec 2001 14:58:02,10,2
 31 Dec 2001 10:53:43,10,11
 10 Dec 2000 12:28:00,87,2
 10 Dec 2000 12:28:00,87,2
 10 Dec 2000 12:28:00,87,2
 19 Dec 2000 10:30:00,38,17
 19 Dec 2000 10:30:00,38,5
 19 Dec 2000 10:30:00,38,18
 5 Mar 2001 07:58:00,38,6
 5 Mar 2001 08:05:00,38,31
 5 Mar 2001 08:20:00,38,77
 7 Mar 2001 11:52:00,29,3
 7 Mar 2001 11:52:00,29,10
 7 Mar 2001 11:52:00,29,5
 8 Nov 1999 03:47:00,38,77
 19 Mar 2001 03:31:00,38,77
 19 Mar 2001 04:00:00,38,2
 19 Mar 2001 05:17:00,38,3
 19 Mar 2001 05:22:00,38,77
 8 Nov 1999 10:04:00,38,77
 28 Mar 2001 08:24:00,38,17
 28 Mar 2001 08:24:00,38,18
 28 Mar 2001 08:24:00,38,3
 29 Mar 2001 01:18:00,38,10
 30 Mar 2001 03:17:00,38,10
 16 Apr 2001 09:35:00,38,62
 16 Apr 2001 09:38:00,38,62
 1 May 2001 12:04:00,38,10
 10 May 2001 11:17:00,38,31
 11 May 2001 05:29:00,38,60
 11 May 2001 08:12:00,38,60
 11 May 2001 10:46:00,38,31
 11 May 2001 10:55:00,5,38
 14 May 2001 11:16:00,38,5
 25 Jun 1999 02:27:00,38,10
 15 May 2001 11:27:00,5,38
 15 May 2001 12:01:00,29,10
 15 May 2001 12:01:00,29,5
 1 Dec 1999 03:19:00,38,25
 2 Dec 1999 07:17:00,38,77
 30 May 2001 01:47:00,77,38
 31 May 2001 07:48:00,38,31
 8 Dec 1999 01:45:00,38,32
 8 Dec 1999 02:11:00,38,35
 30 Jun 1999 07:19:00,38,82
 9 Dec 1999 00:44:00,38,10
 9 Dec 1999 06:32:00,38,25
 9 Dec 1999 08:29:00,38,35
 29 Dec 1999 07:13:00,38,32
 4 Feb 2000 03:41:00,38,35
 7 Sep 2000 10:37:00,56,38
 7 Sep 2000 10:37:00,56,79
 26 Sep 2000 08:37:00,31,38
 26 Sep 2000 23:56:00,12,38
 25 Feb 2000 06:14:00,38,35
 1 Mar 2000 10:32:00,38,4
 3 Mar 2000 02:11:00,5,18
 3 Mar 2000 02:11:00,5,38
 9 Nov 2000 10:44:00,5,11
 9 Nov 2000 10:44:00,5,8
 10 Nov 2000 00:49:00,29,38
 9 Mar 2000 03:03:00,38,2
 10 Nov 2000 07:35:00,36,62
 10 Nov 2000 07:35:00,36,79
 10 Nov 2000 07:35:00,36,78
 10 Nov 2000 07:43:00,36,62
 10 Nov 2000 07:43:00,36,79
 10 Nov 2000 07:43:00,36,78
 12 Nov 2000 23:51:00,17,38
 21 Nov 2000 03:20:00,27,38
 1 Dec 2000 03:02:00,58,22
 31 Mar 2000 09:08:00,38,77
 6 Apr 2000 05:34:00,38,18
 7 Apr 2000 03:17:00,38,18
 18 Apr 2000 06:10:00,38,35
 20 Apr 2000 11:48:00,72,38
 21 Apr 2000 04:25:00,38,72
 25 Apr 2000 03:16:00,38,5
 26 Apr 2000 10:23:00,38,79
 26 Apr 2000 10:52:00,38,77
 27 Apr 2000 07:43:00,38,10
 18 May 2000 09:51:00,38,36
 24 May 2000 04:54:00,38,37
 26 May 2000 01:50:00,38,5
 8 Jun 2000 12:29:00,38,37
 14 Jun 2000 01:48:00,38,35
 14 Jun 2000 01:50:00,38,79
 26 Jun 2000 08:16:00,38,72
 26 Jun 2000 10:17:00,38,35
 26 Jun 2000 10:35:00,38,2
 30 Jun 2000 02:43:00,38,2
 5 Jul 2000 11:28:00,38,78
 14 Jul 2000 09:17:00,38,79
 19 Jul 1999 04:49:00,38,25
 18 Jul 2000 02:55:00,38,35
 20 Jul 1999 04:09:00,38,32
 4 Aug 2000 07:42:00,38,10
 7 Aug 2000 06:24:00,38,88
 14 Aug 2000 07:28:00,38,15
 15 Aug 2000 06:14:00,38,5
 15 Aug 2000 06:14:00,38,3
 15 Aug 2000 06:14:00,38,19
 15 Aug 2000 06:37:00,38,9
 16 Aug 2000 04:26:00,38,35
 1 Mar 2001 00:09:00,4,38
 5 Mar 2001 08:32:00,77,38
 5 Mar 2001 09:05:00,31,38
 21 Aug 2000 06:22:00,38,2
 21 Aug 2000 06:41:00,38,72
 21 Mar 2001 01:30:00,77,38
 21 Mar 2001 04:35:00,10,38
 21 Mar 2001 10:58:00,77,38
 21 Mar 2001 11:18:00,77,38
 22 Mar 2001 23:45:00,10,38
 4 Apr 2001 00:31:00,12,38
 4 Apr 2001 02:16:00,4,38
 4 Apr 2001 03:53:00,62,38
 4 Apr 2001 03:53:00,62,31
 4 Apr 2001 03:58:00,31,62
 4 Apr 2001 07:20:00,31,38
 1 Sep 2000 10:37:00,38,11
 15 Apr 2001 13:17:00,31,62
 25 Apr 2001 03:50:00,79,38
 30 Apr 2001 05:30:00,31,38
 3 May 2001 07:41:00,82,38
 6 Sep 2000 08:24:00,38,17
 7 May 2001 02:56:00,79,38
 8 May 2001 05:49:00,10,66
 8 May 2001 05:49:00,10,38
 9 May 2001 08:46:00,6,38
 9 May 2001 10:07:00,31,38
 22 Sep 2000 11:43:00,38,10
 12 Jun 2000 06:25:00,38,6
 25 Sep 2000 04:49:00,38,5
 25 Sep 2000 06:32:00,38,10
 25 Sep 2000 12:03:00,38,3
 26 Sep 2000 04:47:00,38,79
 26 Sep 2000 07:50:00,38,12
 3 Oct 2000 10:24:00,38,5
 3 Oct 2000 10:24:00,38,3
 3 Oct 2000 10:31:00,38,38
 21 Sep 1999 08:36:00,38,77
 11 Oct 2000 07:21:00,38,5
 19 Oct 2000 11:06:00,38,5
 20 Oct 2000 03:06:00,38,5
 20 Oct 2000 03:56:00,38,79
 20 Oct 2000 06:05:00,5,38
 23 Oct 2000 09:25:00,38,5
 23 Oct 2000 09:25:00,38,3
 23 Oct 2000 09:38:00,38,22
 23 Oct 2000 09:38:00,38,23
 23 Oct 2000 09:53:00,38,79
 24 Sep 1999 09:17:00,38,19
 3 Nov 2000 07:27:00,38,77
 3 Nov 2000 08:33:00,38,9
 3 Nov 2000 08:43:00,38,27
 6 Nov 2000 06:51:00,38,23
 7 Nov 2000 08:27:00,38,5
 8 Nov 2000 05:55:00,38,19
 22 Nov 2000 03:57:00,38,5
 22 Nov 2000 04:26:00,38,2
 22 Nov 2000 05:11:00,38,2
 12 Dec 2000 08:41:00,38,77
 12 Dec 2000 08:56:00,38,78
 13 Dec 2000 06:36:00,38,62
 15 Dec 2000 10:28:00,38,62
 19 Dec 2000 09:42:00,38,3
 19 Dec 2000 09:42:00,38,5
 19 Dec 2000 10:30:00,38,17
 19 Dec 2000 10:30:00,38,5
 19 Dec 2000 10:30:00,38,18
 5 Jan 2001 07:19:00,23,38
 20 Oct 1999 07:03:00,38,35
 4 Feb 2001 09:43:00,31,31
 4 Feb 2001 22:49:00,2,38
 20 Feb 2001 05:43:00,3,38
 20 Feb 2001 09:31:00,38,77
 21 Feb 2001 05:15:00,38,77
 21 Feb 2001 09:09:00,38,77
 23 Feb 2001 07:47:00,38,62
 26 Feb 2001 09:00:00,38,62
 20 Feb 2001 05:43:00,3,38
 8 Oct 2001 13:27:47,36,14
 8 Oct 2001 13:27:47,36,18
 20 Oct 2000 06:05:00,5,38
 12 Jul 2001 13:52:37,10,10
 4 Feb 2001 09:43:00,31,31
 4 Feb 2001 22:49:00,2,38
 5 Jan 2001 07:19:00,23,38
 20 Nov 2001 06:40:28,26,26
 20 Nov 2001 06:40:28,26,49
 20 Nov 2001 06:40:28,26,11
 20 Nov 2001 07:15:27,25,26
 20 Nov 2001 07:15:27,25,49
 20 Nov 2001 07:15:27,25,11
 20 Nov 2001 10:41:29,26,49
 20 Nov 2001 10:41:29,26,11
 19 Dec 2001 11:31:37,26,49
 19 Dec 2001 11:31:37,26,36
 31 Dec 2001 10:53:43,10,11
 25 Nov 2001 19:04:33,79,49
 25 Nov 2001 19:04:33,79,56
 8 Oct 2001 14:24:20,10,8
 8 Oct 2001 14:24:20,10,43
 5 Oct 2001 13:03:26,8,49
 5 Oct 2001 13:03:26,8,27
 7 Mar 2001 11:52:00,29,3
 7 Mar 2001 11:52:00,29,10
 7 Mar 2001 11:52:00,29,5
 16 Nov 2001 07:56:53,2,37
 16 Nov 2001 07:56:53,2,31
 17 Oct 2001 13:36:53,62,31
 9 Oct 2001 08:01:04,22,49
 9 Oct 2001 08:01:04,22,27
 8 Oct 2001 16:45:51,22,49
 8 Oct 2001 16:45:51,22,27
 7 Dec 2001 08:45:09,26,33
 7 Dec 2001 12:01:55,13,3
 7 Dec 2001 12:01:55,13,10
 14 Dec 2001 12:08:27,26,14
 14 Dec 2001 12:08:27,26,63
 14 Dec 2001 12:08:27,26,27
 17 Dec 2001 11:07:56,26,13
 17 Dec 2001 11:07:56,26,33
 17 Dec 2001 11:35:46,26,13
 17 Dec 2001 11:35:46,26,33
 31 Dec 2001 09:37:43,26,49
 2 Nov 2001 06:23:20,14,31
 5 Nov 2001 02:20:21,75,26
 11 Nov 2001 18:04:43,36,89
 17 Nov 2001 11:35:45,26,49
 17 Nov 2001 11:35:45,26,11
 18 Nov 2001 09:20:23,26,49
 18 Nov 2001 09:20:23,26,11
 19 Nov 2001 09:49:51,2,11
 21 Nov 2001 05:34:50,3,18
 21 Nov 2001 16:33:37,49,3
 26 Nov 2001 11:46:53,79,49
 26 Nov 2001 11:46:53,79,56
